Año	Mes	violence type	CaseCount	Escalation	Intensity	Previous State
1975	9	VC	9.0	-1	-1	A
1975	9	VI	1.0	-1	-1	A
1975	9	VS	8.0	-1	1	A
1975	10	VC	9.0	0	-1	I
1975	10	VI	1.0	0	-1	I
1975	10	VS	8.0	0	1	C
1975	11	VC	10.0	1	-1	H
1975	11	VI	4.0	1	-1	H
1975	11	VS	6.0	-1	1	B
1975	12	VC	10.0	0	-1	G
1975	12	VI	4.0	0	-1	G
1975	12	VS	6.0	0	1	C
1976	1	VC	15.0	1	1	H
1976	1	VI	3.0	-1	-1	H
1976	1	VS	12.0	1	1	B
1976	2	VC	7.0	-1	-1	A
1976	2	VI	2.0	-1	-1	I
1976	2	VS	5.0	-1	-1	A
1976	3	VC	21.0	1	1	I
1976	3	VI	7.0	1	1	I
1976	3	VS	14.0	1	1	I
1976	4	VC	2.0	-1	-1	A
1976	4	VI	0.0	-1	-1	A
1976	4	VS	2.0	-1	-1	A
1976	5	VC	20.0	1	1	I
1976	5	VI	8.0	1	1	I
1976	5	VS	12.0	1	1	I
1976	6	VC	16.0	-1	1	A
1976	6	VI	10.0	1	1	A
1976	6	VS	6.0	-1	-1	A
1976	7	VC	19.0	1	1	C
1976	7	VI	5.0	-1	1	A
1976	7	VS	14.0	1	1	I
1976	8	VC	16.0	-1	1	A
1976	8	VI	10.0	1	1	C
1976	8	VS	6.0	-1	-1	A
1976	9	VC	8.0	-1	-1	C
1976	9	VI	1.0	-1	-1	A
1976	9	VS	7.0	1	1	I
1976	10	VC	10.0	1	-1	I
1976	10	VI	1.0	0	-1	I
1976	10	VS	9.0	1	1	A
1976	11	VC	8.0	-1	-1	G
1976	11	VI	4.0	1	-1	H
1976	11	VS	4.0	-1	-1	A
1976	12	VC	9.0	1	-1	I
1976	12	VI	4.0	0	-1	G
1976	12	VS	5.0	1	-1	I
1977	1	VC	16.0	1	1	G
1977	1	VI	6.0	1	1	H
1977	1	VS	10.0	1	1	G
1977	2	VC	16.0	0	1	A
1977	2	VI	4.0	-1	-1	A
1977	2	VS	12.0	1	1	A
1977	3	VC	13.0	-1	1	B
1977	3	VI	0.0	-1	-1	I
1977	3	VS	13.0	1	1	A
1977	4	VC	20.0	1	1	C
1977	4	VI	9.0	1	1	I
1977	4	VS	11.0	-1	1	A
1977	5	VC	17.0	-1	1	A
1977	5	VI	6.0	-1	1	A
1977	5	VS	11.0	0	1	C
1977	6	VC	24.0	1	1	C
1977	6	VI	10.0	1	1	C
1977	6	VS	14.0	1	1	B
1977	7	VC	10.0	-1	-1	A
1977	7	VI	8.0	-1	1	A
1977	7	VS	2.0	-1	-1	A
1977	8	VC	17.0	1	1	I
1977	8	VI	2.0	-1	-1	C
1977	8	VS	15.0	1	1	I
1977	9	VC	21.0	1	1	A
1977	9	VI	7.0	1	1	I
1977	9	VS	14.0	-1	1	A
1977	10	VC	20.0	-1	1	A
1977	10	VI	10.0	1	1	A
1977	10	VS	10.0	-1	1	C
1977	11	VC	13.0	-1	-1	C
1977	11	VI	4.0	-1	-1	A
1977	11	VS	9.0	-1	1	C
1977	12	VC	21.0	1	1	I
1977	12	VI	5.0	1	1	I
1977	12	VS	16.0	1	1	C
1978	1	VC	31.0	1	1	A
1978	1	VI	6.0	1	1	A
1978	1	VS	25.0	1	1	A
1978	2	VC	23.0	-1	1	A
1978	2	VI	9.0	1	1	A
1978	2	VS	14.0	-1	1	A
1978	3	VC	16.0	-1	1	C
1978	3	VI	3.0	-1	-1	A
1978	3	VS	13.0	-1	1	C
